id,data_provider,product_category,brand,year_of_manufacture,repair_status,group_identifier,date,problem,,,
restart_1626,The Restart Project,TV and gaming-related accessories,Unknown,????,Repairable,Hackney Fixers,2013-11-16,"DVD player, error messages",,,
restart_1627,The Restart Project,Printer/scanner,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Problem with adjustment of printer heads,,,
restart_1628,The Restart Project,Toaster,Unknown,????,Fixed,Hackney Fixers,2013-11-16,"Jammed, shorting",,,
restart_1629,The Restart Project,Portable radio,Unknown,????,Repairable,Hackney Fixers,2013-11-16,"Dead display, limited channels",,,
restart_1630,The Restart Project,Laptop medium,Unknown,????,Fixed,Hackney Fixers,2013-11-16,Not coming on,,,
restart_1631,The Restart Project,Laptop medium,Unknown,????,Fixed,Hackney Fixers,2013-11-16,Hanging,,,
restart_1632,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,No data,,,
restart_1633,The Restart Project,Laptop medium,Apple,????,Fixed,Hackney Fixers,2013-11-16,Overheats when playing videos,,,
restart_1634,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,"Overheating, dead battery",,,
restart_1635,The Restart Project,Headphones,Unknown,????,Repairable,Hackney Fixers,2013-11-16,,,,
restart_1636,The Restart Project,Laptop medium,Apple,????,Repairable,Hackney Fixers,2013-11-16,Space problem,,,
restart_1637,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Untidy and slow,,,
restart_1638,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Old!,,,
restart_1639,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,"Crashed, data gone",,,
restart_1640,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Screen doesn't work properly,,,
restart_1641,The Restart Project,Small kitchen item,Unknown,????,Fixed,Hackney Fixers,2013-11-16,"Juicer, can't be opened for cleaning",,,
restart_1642,The Restart Project,Small kitchen item,Unknown,????,Fixed,Hackney Fixers,2013-11-16,"Mixer, doesn't work",,,
restart_1643,The Restart Project,Small kitchen item,Unknown,????,Repairable,Hackney Fixers,2013-11-16,"Blender, overheated and stopped working",,,
restart_1644,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Not starting,,,
restart_1645,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,No sound from speakers,,,
restart_1646,The Restart Project,Desktop computer,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Not working,,,
restart_1647,The Restart Project,Printer/scanner,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Faulty,,,
restart_1648,The Restart Project,PC Accessory,Unknown,????,Repairable,Hackney Fixers,2013-11-16,"Power supply, needs soldering",,,
restart_1649,The Restart Project,Mobile,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Problem with Android system recovery,,,
restart_1650,The Restart Project,Vacuum,Unknown,????,Fixed,Hackney Fixers,2013-11-16,"Doesn't switch on, variable speed control faulty",,,
restart_1651,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Hackney Fixers,2013-11-16,"Hairdryer, doesn't switch on",,,
restart_1652,The Restart Project,Small kitchen item,Unknown,????,Repairable,Hackney Fixers,2013-11-16,"Breadmaker, dead, doesn't switch on",,,
restart_1653,The Restart Project,Digital Compact Camera,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Screen faulty,,,
restart_1654,The Restart Project,Vacuum,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Doesn't switch on,,,
restart_1655,The Restart Project,Digital Compact Camera,Unknown,????,Fixed,Hackney Fixers,2013-11-16,Flash doesn't work,,,
restart_1656,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2013-11-16,Stragne noises,,,
restart_1657,The Restart Project,Portable radio,Unknown,????,End of life,Restarters West London,2015-09-19,DAB radio which doesn't pick up any stations - Outcome was that it just didn't seem to work,,,
restart_1658,The Restart Project,Portable radio,Unknown,????,Repairable,Restarters West London,2015-09-19,Wind up radio which doesn't seem to be charging - fixed partly but there was a crack in the cog for the dynamo which meant the dynamo keeps slipping.,,,
restart_1659,The Restart Project,Portable radio,Unknown,????,Fixed,Restarters West London,2015-09-19,Large wind up radio which needs to be held together tightly round the handle in order for it to work.- Outcome was loose ariel which was fixed by using Sugru,,,
restart_1660,The Restart Project,Lamp,Unknown,????,Fixed,Restarters West London,2015-09-19,Wasn't lighting up when switching it on. Outcome was that the LED bulb had blown and needed replacing which was replaced.,,,
restart_1661,The Restart Project,Misc,Unknown,????,End of life,Restarters West London,2015-09-19,Steam mop which leaked water,,,
restart_1662,The Restart Project,Hi-Fi separates,Plemo,????,Repairable,Restarters West London,2015-09-19,PLEMO Magic Cube Bluetooth Speaker which doesn't work without being plugged in to phone,,,
restart_1663,The Restart Project,Headphones,Unknown,????,Fixed,Restarters West London,2015-09-19,No sound come out and thinks it is because plug is bent - Outcome was needed new plug,,,
restart_1664,The Restart Project,PC Accessory,Unknown,????,Repairable,Restarters West London,2015-09-19,"Wireless mouse which not responding - Outcome was worn switch, needs specialist supplier",,,
restart_1665,The Restart Project,DLSR / Video Camera,Unknown,????,Fixed,Restarters West London,2015-09-19,"Camcorder which uses tapes, not digital, doesn't turn on but whne battery inserted it does make a noise",,,
restart_1666,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters West London,2015-09-19,Handheld blender stopped working - Outcome was replacement fuse,,,
restart_1667,The Restart Project,"Flat screen 26-30""",Unknown,????,Fixed,Restarters West London,2015-09-19,Volume has stopped working,,,
restart_1668,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Torino,2014-02-23,blender - power cable damaged,,,
restart_1669,The Restart Project,Vacuum,Unknown,????,Fixed,Restarters Torino,2014-02-23,vacuum cleaner - power cable damaged,,,
restart_1670,The Restart Project,Hair & Beauty item,Unknown,????,Fixed,Restarters Torino,2014-02-23,uv lamp - part of the structure damaged,,,
restart_1671,The Restart Project,Printer/scanner,Unknown,????,End of life,Restarters Torino,2014-02-23,printerdoesn't work -,,,
restart_1672,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Torino,2014-02-23,squeezer - power cable damaged,,,
restart_1673,The Restart Project,Hi-Fi separates,Unknown,????,Fixed,Restarters Torino,2014-02-23,home stereo - doesn't work,,,
restart_1674,The Restart Project,Small kitchen item,Unknown,????,Repairable,Restarters Torino,2014-02-23,microwave owen - doesn't work,,,
restart_1675,The Restart Project,Small kitchen item,Unknown,????,End of life,Restarters Torino,2014-02-23,coffee maker - doesn't work,,,
restart_1676,The Restart Project,Lamp,Unknown,????,End of life,Restarters Torino,2014-02-23,table lamp - doesn't work,,,
restart_1677,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Restarters Torino,2014-02-23,decoder - doesn't work,,,
restart_1678,The Restart Project,Aircon/Dehumidifier,Unknown,????,End of life,Restarters Torino,2014-02-23,heater - part of the structure damaged,,,
restart_1679,The Restart Project,Laptop medium,Unknown,????,Fixed,Restarters Torino,2014-02-23,laptop - os doesn't work,,,
restart_1680,The Restart Project,Small kitchen item,Unknown,????,Fixed,Restarters Torino,2014-02-23,fryer - power cable damaged,,,
restart_1681,The Restart Project,Printer/scanner,Unknown,????,End of life,Restarters Torino,2014-02-23,printer - doesn't work -,,,
restart_1682,The Restart Project,Laptop medium,Unknown,????,Repairable,Restarters Torino,2014-02-23,part of the structure damaged,,,
restart_1683,The Restart Project,Hi-Fi separates,Unknown,????,End of life,Restarters Torino,2014-02-23,home stereo - doesn't work,,,
restart_1684,The Restart Project,Laptop medium,Unknown,????,Repairable,Restarters Torino,2014-02-23,laptop - part of the structure damaged,,,
restart_1685,The Restart Project,Misc,CATEYE,????,Fixed,Hackney Fixers,2015-09-26,"Bike light, bronken connection, needs soldering",,,
restart_1686,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2015-09-08,Running slow,,,
restart_1687,The Restart Project,Kettle,Unknown,????,End of life,Restart HQ,2015-09-08,No heat,,,
restart_1688,The Restart Project,Mobile,Motorola,????,End of life,Restart HQ,2015-09-08,Had to break it to open it,,,
restart_1689,The Restart Project,Portable radio,Panasonic,????,Fixed,Restart HQ,2015-09-08,Handheld cassette player,,,
restart_1690,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2015-09-08,"Tried Linux install, no luck... hardware problem?",,,
restart_1691,The Restart Project,Laptop medium,Unknown,????,End of life,Restart HQ,2015-09-08,"User forgot pw, no Linux install possible",,,
restart_1692,The Restart Project,Mobile,Apple,2013,Repairable,Restart HQ,2015-09-08,"Failed screen replacement, not clear why. Referred to Lovefone",,,
restart_1693,The Restart Project,Tablet,Kobo,????,Repairable,Restart HQ,2015-09-08,"USB port broken, not repairable. Owner to buy a spare",,,
restart_1694,The Restart Project,Headphones,Unknown,????,Fixed,Restart HQ,2015-09-08,Fault with cable,,,
restart_1695,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2015-09-08,"Running slow. Added memory, cleaned. User to defrag at home",,,
restart_1696,The Restart Project,Mobile,HTC,????,Fixed,Restart HQ,2015-09-08,Poor signal,,,
restart_1697,The Restart Project,Misc,Unknown,????,Fixed,Restart HQ,2015-09-08,"Maplin hobby kit with poor instructions, user helped",,,
restart_1698,The Restart Project,TV and gaming-related accessories,Sony,????,Repairable,Restart HQ,2015-09-08,Power issue.,,,
restart_1699,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2015-09-08,"Water damaged, cleaned and fixed.",,,
restart_1700,The Restart Project,Tablet,Unknown,????,Fixed,Restart HQ,2015-09-08,Running slow,,,
restart_1701,The Restart Project,Laptop medium,Unknown,????,Repairable,Restart HQ,2015-09-26,Inverter for screen needs replacing,,,
restart_1702,The Restart Project,Hair & Beauty item,Unknown,????,Repairable,Restart HQ,2015-09-26,"E-toothbrush, needs a new battery",,,
restart_1703,The Restart Project,Laptop medium,Lenovo,????,Fixed,Restart HQ,2015-09-26,"Screen replacement, owner only brought glass, not display assembly. Fixed after 5 hours",,,
restart_1704,The Restart Project,Hi-Fi integrated,Unknown,????,Repairable,Restart HQ,2015-09-26,CD player,,,
restart_1705,The Restart Project,Tablet,Amazon,????,Fixed,Restart HQ,2015-09-26,"Locked out of Amazon, showed owner a workaround",,,
restart_1706,The Restart Project,Hi-Fi integrated,Unknown,????,Repairable,Restart HQ,2015-09-26,CD not playing - mechanical fault.,,,
restart_1707,The Restart Project,Laptop medium,Apple,????,Fixed,Restart HQ,2015-09-26,DIY memory upgrade,,,
restart_1708,The Restart Project,Laptop medium,Unknown,????,Fixed,Restart HQ,2015-09-26,"Running slow - helped with Malware, owner to install new antivirus",,,
restart_1709,The Restart Project,Portable radio,Roberts,????,Fixed,Restart HQ,2015-09-26,On/off button stuck,,,
restart_1710,The Restart Project,Small kitchen item,Lidl,????,End of life,Restart HQ,2015-09-26,Smoothie maker only worked three times. Owner to return to retailer,,,
restart_1711,The Restart Project,Vacuum,Electrolux,????,Repairable,Restart HQ,2015-09-26,"No suction in the bottom part, only through the extension. Spare belt needed.",,,
restart_1712,The Restart Project,Portable radio,Unknown,????,Repairable,Restart HQ,2015-09-26,CD-player radio with the plastic lid broken. Owner to try adhesive at home.,,,
restart_1713,The Restart Project,Laptop medium,Apple,????,Fixed,Restart HQ,2015-10-05,Power issue,,,
restart_1714,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2014-02-01,"No USB power, no WiFi, slow",,,
restart_1715,The Restart Project,Laptop medium,Toshiba,????,Repairable,Hackney Fixers,2014-02-01,Sllow,,,
restart_1716,The Restart Project,Laptop medium,Toshiba,????,Repairable,Hackney Fixers,2014-02-01,Slow,,,
restart_1717,The Restart Project,Laptop medium,Samsung,????,Fixed,Hackney Fixers,2014-02-01,Loose power connection,,,
restart_1718,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,Hackney Fixers,2014-02-01,USB Speakers,,,
restart_1719,The Restart Project,Headphones,Unknown,????,Fixed,Hackney Fixers,2014-02-01,"Problems with cable, removed switch and resoldered",,,
restart_1720,The Restart Project,Laptop medium,Unknown,????,Fixed,Hackney Fixers,2014-02-01,"Very slow, loose key",,,
restart_1721,The Restart Project,Lamp,Unknown,????,Fixed,Hackney Fixers,2014-02-01,Does not switch on. Adjusted bulb contact .,,,
restart_1722,The Restart Project,Digital Compact Camera,FUJIFILM,????,Fixed,Hackney Fixers,2014-02-01,Does not switch on,,,
restart_1723,The Restart Project,Misc,Unknown,????,Fixed,Hackney Fixers,2014-02-01,"Heated socks, sdon't work. Soldered loose connection",,,
restart_1724,The Restart Project,Portable radio,Unknown,????,Fixed,Hackney Fixers,2014-02-01,Not working,,,
restart_1725,The Restart Project,Mobile,Samsung,????,Repairable,Hackney Fixers,2014-02-01,"Smashed screen, doesn't switch on",,,
restart_1726,The Restart Project,Misc,CATEYE,????,Fixed,Hackney Fixers,2014-02-01,"cycle lamp, rear, button coming off",,,
restart_1727,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2014-02-01,"Screen not working, can use external monitor",,,
restart_1728,The Restart Project,Mobile,Unknown,????,Repairable,Hackney Fixers,2014-02-01,Memory problem,,,
restart_1729,The Restart Project,Mobile,Unknown,????,Repairable,Hackney Fixers,2014-02-01,"Got wet, not working",,,
restart_1730,The Restart Project,PC Accessory,Unknown,????,Repairable,Hackney Fixers,2014-02-01,"Hard drive, not working",,,
restart_1731,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2014-02-01,Power plug may be broken,,,
restart_1732,The Restart Project,Laptop medium,HP,????,Repairable,Hackney Fixers,2014-02-01,Different parts not working,,,
restart_1733,The Restart Project,Tablet,Unknown,????,Fixed,Hackney Fixers,2014-02-01,"Android,Doesn't start properly",,,
restart_1734,The Restart Project,Vacuum,Unknown,????,Repairable,Hackney Fixers,2014-02-01,"Overheated, blowing fuses (motor burnt out, but replaceable)",,,
restart_1735,The Restart Project,Power tool,Unknown,????,Repairable,Hackney Fixers,2014-02-01,Screwdriver,,,
restart_1736,The Restart Project,TV and gaming-related accessories,Unknown,????,Fixed,Hackney Fixers,2014-02-01,"DVD player, drawer doesn't open",,,
restart_1737,The Restart Project,Small kitchen item,Unknown,????,End of life,Hackney Fixers,2014-02-01,"Juicer, blade won't turn (broken cog in gearbox)",,,
restart_1738,The Restart Project,Mobile,Samsung,2011,Repairable,Hackney Fixers,2014-02-01,"Switches on, but can't launch programmes",,,
restart_1739,The Restart Project,Portable radio,Unknown,????,Repairable,Hackney Fixers,2014-02-01,Loose connection on tuner,,,
restart_1740,The Restart Project,Small kitchen item,Unknown,????,Fixed,Hackney Fixers,2014-02-01,Juicer. Doesn't turn on (fuse?),,,
restart_1741,The Restart Project,Misc,Unknown,????,Repairable,Hackney Fixers,2014-02-01,"Doorbell, not working",,,
restart_1742,The Restart Project,Mobile,Apple,????,Repairable,Hackney Fixers,2014-02-01,Turn off after a few minutes,,,
restart_1743,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,Hackney Fixers,2014-02-01,"Portable speakers,, not working",,,
restart_1744,The Restart Project,Laptop medium,Unknown,????,Repairable,Hackney Fixers,2014-02-01,Doesn't work,,,
restart_1745,The Restart Project,Tablet,Unknown,????,Fixed,Hackney Fixers,2014-02-01,Programmes crash,,,
restart_1746,The Restart Project,Hi-Fi separates,Unknown,????,Repairable,Hackney Fixers,2014-04-12,"Amplifier, no power",,,
